15822,14752.523601770401
15840,14708.852716088295
15863,14749.282591223717
15885,14704.247687339783
15903,12026.89946782589
15912,14679.523977041245
15930,14704.247687339783
15957,12557.65514934063
15823,15447.075547456741
15841,15760.085023641586
15858,16800.80590724945
15876,16129.346336603165
15904,15859.98107099533
15913,16975.007688760757
15949,17847.179406166077
15966,20745.042348861694
15970,17922.417330265045
15824,33531.47306442261
15842,34285.01192331314
15859,35999.243915081024
15877,34357.56148099899
15905,35955.95262050629
15921,28716.463181376457
15950,42543.576234579086
15967,42804.72882390022
15825,11447.63396203518
15843,11335.098339736462
15860,11447.63396203518
15887,10171.294633865356
15906,9648.750113785267
15922,8384.303202748299
15939,11208.514862596989
15958,11071.810159921646
15827,25357.886892557144
15844,27689.233088493347
15852,26169.203406572342
15891,24907.238978147507
15908,24777.415931224823
15916,26267.90381669998
15940,27870.732218027115
15828,13751.348197460175
15845,13487.887144088745
15861,15279.992580413818
15880,15385.072588920593
15897,15339.550852775574
15932,14729.51853275299
15942,15091.987609863281
15963,15092.24796295166
15829,10093.678983688354
15846,10015.739461839199
15866,10303.127476334572
15883,10115.110040545464
15898,10065.469813764095
15919,10312.78608262539
15934,9888.286122500896
15974,10293.88789343834
15830,12934.189679026604
15847,12315.997751951218
15862,12629.59767460823
15884,14182.40892469883
15920,15781.604166030884
15935,13612.695683836937
15943,15130.682447552681
15965,15810.176681280136
15831,9490.256881713867
15849,11349.858570098877
15894,11277.248883247375
15914,11370.357656478882
15926,8260.876107215881
15951,11377.517366409302
15968,11365.909337997437
15832,18544.93176817894
15848,18349.252410531044
15869,18700.54228067398
15878,18700.441076755524
15899,18675.375712513924
15928,14586.016328930855
15944,18708.126249313354
15959,15385.36599099636
15833,31129.690537422895
15870,30477.809648036957
15889,33511.941476136446
15915,31640.182735204697
15936,29758.96344959736
15960,34660.68741282821
15834,12658.601224422455
15851,12661.398887634277
15871,12350.543141365051
15890,12358.273446559906
15907,9222.75161743164
15937,11813.256025314331
15953,11835.012137889862
15961,12223.868072032928
15836,18353.673219680786
15854,18229.695558547974
15962,20217.35191345215
15838,13567.674743771553
15855,13172.302626371384
15910,15019.074823021889
15925,14310.006707668304
15933,14981.41075694561
15955,15371.912102937698
15972,16093.74893116951
15850,24791.77790671587
15868,22754.251104295254
15888,23364.013072550297
15895,24991.725326776505
15927,19881.710052490234
15952,24330.195021629333
15969,27357.896629571915
16273,8486.041451990604
16297,8760.974180698395
16320,8919.662703871727
16365,8911.23966395855
16387,8553.363223969936
16395,9275.092352032661
16417,9522.273427844048
15853,14903.60384875536
15892,14851.497931778431
15909,11892.129901826382
15923,10779.403112709522
15954,14515.638161242008
15971,14733.505301296711
15856,11474.004666090012
15900,11474.004666090012
16241,4856.648743510246
16265,4842.882452964783
16284,4842.882452964783
16298,5029.337624073029
16330,4842.882452964783
16372,4856.648743510246
16408,5397.606851875782
15857,18702.515959739685
15875,18565.595149993896
15882,17290.914058685303
15902,18737.86151409149
15918,18301.542103290558
15947,20915.202796459198
15973,24458.737671375275
15864,14570.822715759277
15879,14649.497270584106
15924,10249.25947189331
15941,14586.886167526245
15865,25580.629285812378
15874,24546.94828605652
15893,23101.25468492508
15901,24555.732157707214
15945,27224.931868076324
15964,28323.32053232193
15867,11417.571985721588
16252,4754.72297668457
15873,23233.777991741896
15881,20063.01060318947
15929,12972.444635868073
16239,6947.523022413254
16261,6929.853313922882
16283,6944.73353600502
16317,6865.872800827026
16338,6919.407334566116
16361,6899.163887023926
16383,6916.618482708931
16405,7205.628564953804
16427,7180.784622311592
16240,4818.694198012352
16262,4847.577659070492
16296,4823.113827496767
16305,4982.276704132557
16329,4847.577659070492
16350,4814.662499845028
16363,4896.100665718317
16406,5313.05156826973
16243,4828.551217317581
16266,4814.675786018372
16291,4843.535160541534
16312,4819.091729879379
16369,4819.091729879379
16401,5229.848781108856
16423,5263.15102314949
16244,3162.9325808286667
16267,3172.020738899708
16278,3172.020738899708
16303,3293.098379254341
16337,3162.9325808286667
16356,3165.8246406316757
16378,3162.9325808286667
16390,3162.9325808286667
16411,3479.3565167188644
16246,7968.352007865906
16280,6878.312009572983
16299,6787.502118945122
16321,6773.874312639236
16341,6866.871726512909
16353,6626.980394124985
16373,6884.361562132835
16396,7092.492631077766
16418,7868.781673908234
16247,6938.52071595192
16270,6972.680624008179
16290,6972.680624008179
16301,6841.440409660339
16333,6979.683914422989
16345,6979.683914422989
16368,7104.247257709503
16375,7145.058266878128
16410,7715.058859348297
16433,7708.790626049042
16248,6575.253009796143
16260,6542.0472621917725
16281,6575.253009796143
16302,6508.222818374634
16324,6783.1456661224365
16346,6592.189073562622
16380,6592.189073562622
16399,7227.122783660889
16421,7027.811408042908
16249,5568.072319030762
16271,5568.072319030762
16292,5614.977836608887
16315,5679.439544677734
16325,5679.439544677734
16347,5649.346351623535
16379,5612.479209899902
16253,7750.905396461487
16274,10374.062005996704
16308,10548.533881187439
16342,10870.966941595078
16366,11239.119909763336
16388,10359.113803863525
16409,10844.845274448395
16431,11661.399325847626
16255,4059.205184161663
16276,4059.205184161663
16286,4059.205184161663
16334,4074.3757089972496
16355,4019.8422390818596
16422,4265.059113800526
16434,4169.4664333462715
16256,4977.003958404064
16277,4977.003958404064
16313,4946.566423505545
16336,6364.753820836544
16370,4992.907595604658
16377,5007.421992838383
16402,5299.41521948576
16424,5380.13839969039
16435,5319.549784988165
16257,7308.911085128784
16279,7308.911085128784
16304,7851.62091255188
16326,7789.937257766724
16348,7636.655569076538
16357,7603.507041931152
16392,7690.908908843994
16414,8001.644611358643
16436,7830.135822296143
16258,9736.4741563797
16288,9836.143732070923
16307,8115.6598180532455
16319,10099.166303873062
16340,9849.686920642853
16351,9042.305245995522
16371,9692.22778081894
16416,11222.958743572235
16259,6194.8782205581665
16285,6194.8782205581665
16310,6391.546726226807
16332,6194.4520473480225
16354,6313.465237617493
16381,6194.8782205581665
16420,6981.831789016724
16264,2256.66795951128
16358,2351.268414258957
16268,6242.8908413648605
16287,6205.628037393093
16316,6094.336808800697
16412,6951.918909788132
16425,6727.358580112457
16269,8411.318000257015
16289,8424.352302253246
16323,8780.576521754265
16367,9048.07257771492
16389,8454.097085595131
16419,8712.682451605797
16272,3727.7355194091797
16295,3905.645728111267
16328,3738.4250164031982
16349,3838.5815620422363
16393,4160.7760190963745
16415,4138.539433479309
16275,4380.779467523098
16300,4565.632462501526
16309,4450.765028595924
16343,4419.032491743565
16374,4419.032491743565
16397,4709.2577666044235
16432,4599.293678998947
16282,12958.424434661865
16294,16431.032581329346
16327,13881.615613937378
16404,17169.38068008423
16426,16131.515071868896
16293,4708.387181013823
16306,4838.429500758648
16318,4677.195607870817
16339,4708.387181013823
16364,4698.445408344269
16386,4686.387270838022
16407,5152.864843010902
16429,5058.30681681633
16359,4973.079681396484
16391,4961.470603942871
16360,6078.908064365387
16413,5294.0404415130615
