1,26.4
2,22.2
4,32.6
5,20.5
6,28.2
7,24.8
8,16.9
10,22.4
12,26.5
14,24.5
15,12.4
17,31.3
20,13.2
21,33.8
22,30.5
26,18.4
27,21.6
29,26.6
30,13.8
33,30.6
34,28.4
37,33.6
45,18.1
46,11.3
49,18.1
51,12.2
52,14.9
54,21.2
55,29.7
56,30.8
59,34.5
60,20.2
61,36.5
63,11.3
64,21.9
65,29.7
66,32.8
68,22.1
73,28.8
74,34.3
76,12.8
78,32.1
81,22.9
85,27.6
89,21.6
90,36.1
92,33.0
96,21.8
97,27.6
100,28.0
101,26.7
102,27.2
103,31.1
106,20.9
107,29.1
108,17.0
112,16.9
113,30.3
114,15.3
116,18.6
120,16.2
122,30.6
124,30.1
126,16.2
132,27.1
133,14.5
134,35.6
135,29.7
136,21.9
137,15.4
138,22.1
140,32.9
141,34.0
142,8.8
144,30.6
145,29.6
146,22.1
150,16.1
153,12.3
154,21.6
155,32.9
156,34.5
158,26.4
159,26.8
162,25.6
164,36.3
167,21.7
168,20.7
170,13.9
171,15.2
173,24.4
175,29.7
176,14.9
179,23.9
181,19.8
186,14.4
190,35.5
191,25.2
194,11.1
196,27.7
198,28.7
199,25.3
200,22.1
206,19.5
210,25.9
212,29.7
214,24.8
215,17.1
216,18.4
218,19.4
219,14.5
220,24.8
221,27.3
223,28.3
224,11.2
225,29.6
229,15.7
230,15.6
231,22.4
232,22.3
233,35.9
235,16.2
236,19.9
238,25.6
241,20.2
245,23.2
246,23.6
250,24.0
253,18.0
254,35.2
259,31.4
260,33.6
261,26.1
263,21.2
269,14.5
271,25.8
274,23.3
280,25.7
281,35.2
282,27.0
284,31.3
286,12.6
287,30.5
289,15.4
293,13.7
294,27.7
295,23.2
296,28.8
298,26.8
299,21.0
302,24.2
303,15.2
304,28.4
308,26.2
309,27.0
310,24.7
312,15.3
317,32.7
319,18.8
320,12.2
322,36.4
324,21.5
326,33.3
327,30.9
328,10.2
330,19.7
331,22.0
332,25.5
334,22.9
341,10.3
342,9.7
346,34.3
347,23.5
348,15.9
350,25.7
352,30.9
356,21.0
357,27.8
358,32.9
361,14.4
362,20.9
363,21.7
365,31.9
369,14.1
371,27.0
372,14.5
374,32.4
376,23.3
378,27.8
379,23.0
386,34.8
388,30.0
389,19.8
390,26.7
391,26.4
392,27.8
393,28.9
394,17.1
397,31.8
