1,22.4
2,19.1
4,30.9
5,16.2
6,28.5
7,25.3
8,16.0
10,16.5
12,27.6
14,20.4
15,8.6
17,32.1
20,14.4
21,34.6
22,31.1
26,16.9
27,22.2
29,32.4
30,13.9
33,30.7
34,22.6
37,33.7
45,16.8
46,12.1
49,14.9
51,13.8
52,13.3
54,17.5
55,26.9
56,29.3
59,34.1
60,16.8
61,35.1
63,7.8
64,18.2
65,28.7
66,32.3
68,18.7
73,29.6
74,33.3
76,10.6
78,30.5
81,23.0
85,32.8
89,22.2
90,34.5
92,33.3
96,18.1
97,37.0
100,28.0
101,24.6
102,27.6
103,29.9
106,16.8
107,28.3
108,16.8
112,15.2
113,34.9
114,13.8
116,16.6
120,14.6
122,31.7
124,29.7
126,16.3
132,26.8
133,13.6
134,34.3
135,29.4
136,20.3
137,16.2
138,19.5
140,30.0
141,34.6
142,8.6
144,33.4
145,27.6
146,19.9
150,16.3
153,13.1
154,20.8
155,32.3
156,33.8
158,24.3
159,22.3
162,26.1
164,35.9
167,17.9
168,23.2
170,13.2
171,15.9
173,25.8
175,28.5
176,14.1
179,22.4
181,18.3
186,15.8
190,33.6
191,24.8
194,11.8
196,26.4
198,31.1
199,25.2
200,18.8
206,15.0
210,26.4
212,30.7
214,20.5
215,17.3
216,15.0
218,18.3
219,14.6
220,24.8
221,28.8
223,28.4
224,11.7
225,30.8
229,15.7
230,16.0
231,19.8
232,19.8
233,34.2
235,11.7
236,19.2
238,22.9
241,15.7
245,22.0
246,21.9
250,21.7
253,18.0
254,34.0
259,32.2
260,32.1
261,24.7
263,20.1
269,11.7
271,19.6
274,17.3
280,26.6
281,32.7
282,25.0
284,32.2
286,12.0
287,25.9
289,14.7
293,11.6
294,27.0
295,19.1
296,27.6
298,29.8
299,18.4
302,20.8
303,11.6
304,26.8
308,19.3
309,23.6
310,25.8
312,17.8
317,33.4
319,17.8
320,12.9
322,34.9
324,19.3
326,34.0
327,30.8
328,8.2
330,16.0
331,21.2
332,26.7
334,19.8
341,11.7
342,8.5
346,33.4
347,19.5
348,14.9
350,26.7
352,30.8
356,18.9
357,30.7
358,31.5
361,11.4
362,20.3
363,16.9
365,31.8
369,14.2
371,26.8
372,14.0
374,32.6
376,21.1
378,25.8
379,19.2
386,34.9
388,25.8
389,16.6
390,28.6
391,26.7
392,26.0
393,26.4
394,17.6
397,29.3
