1,24.3
2,22.3
4,32.7
5,20.3
6,28.2
7,24.6
8,16.8
10,22.3
12,26.1
14,24.4
15,12.6
17,31.4
20,13.3
21,33.8
22,30.2
26,18.4
27,22.2
29,26.9
30,13.6
33,30.6
34,28.4
37,33.8
45,17.9
46,11.4
49,18.3
51,12.4
52,14.8
54,20.8
55,29.5
56,30.6
59,34.5
60,19.8
61,36.5
63,11.7
64,21.6
65,29.3
66,32.9
68,21.9
73,28.4
74,34.8
76,12.8
78,31.9
81,23.8
85,30.2
89,22.4
90,36.2
92,32.5
96,21.5
97,27.6
100,28.0
101,26.4
102,27.1
103,30.5
106,20.6
107,28.8
108,17.0
112,16.6
113,31.0
114,15.0
116,18.4
120,15.9
122,30.5
124,29.8
126,15.8
132,26.7
133,14.4
134,35.6
135,29.4
136,22.0
137,15.5
138,21.8
140,32.7
141,34.1
142,8.9
144,33.2
145,29.3
146,22.0
150,16.1
153,12.5
154,21.3
155,32.9
156,34.4
158,26.2
159,26.2
162,25.1
164,36.3
167,21.6
168,21.0
170,13.7
171,14.9
173,22.1
175,29.4
176,14.8
179,21.6
181,19.6
186,14.6
190,35.5
191,24.6
194,11.3
196,27.7
198,28.3
199,24.6
200,22.0
206,19.5
210,25.8
212,29.2
214,24.8
215,16.9
216,18.1
218,19.2
219,14.5
220,24.3
221,26.8
223,28.2
224,11.5
225,29.7
229,15.5
230,15.6
231,22.4
232,22.0
233,36.0
235,16.4
236,20.0
238,25.2
241,20.3
245,23.3
246,21.4
250,23.7
253,18.0
254,35.3
259,30.8
260,33.7
261,26.2
263,21.1
269,14.4
271,25.6
274,21.0
280,27.0
281,35.3
282,26.8
284,31.3
286,12.6
287,30.2
289,15.1
293,13.7
294,27.5
295,23.1
296,28.3
298,29.4
299,21.0
302,23.9
303,15.8
304,28.4
308,25.7
309,26.7
310,25.4
312,15.3
317,32.7
319,18.6
320,12.3
322,36.4
324,21.1
326,33.4
327,31.0
328,10.6
330,19.4
331,22.1
332,25.1
334,22.4
341,10.7
342,9.5
346,34.4
347,23.5
348,15.7
350,23.5
352,30.9
356,20.8
357,28.4
358,33.1
361,14.5
362,20.7
363,22.4
365,31.9
369,14.1
371,26.9
372,14.3
374,31.9
376,23.8
378,27.5
379,22.4
386,34.8
388,29.9
389,19.7
390,29.3
391,26.2
392,27.5
393,28.3
394,17.3
397,31.7
