ID,item_cnt_month
0,0.6
1,0.0
2,1.63
3,0.4875528817587642
4,0.0
5,0.882
6,0.9
7,0.08963911514182414
8,1.07
9,0.0
10,2.83
11,0.25
12,0.07508622277275526
13,0.9633333333333333
14,1.48
15,2.43
16,0.0
17,0.1386202886257637
18,1.9366666666666665
19,0.18054090705066542
20,0.63
21,0.0
22,2.6825
23,1.2166666666666666
24,2.39
25,0.0
26,0.0
27,1.44
28,1.76
29,5.03
30,0.56
31,0.0
32,1.26
33,0.77
34,0.11467478316914985
35,0.05426572648061498
36,0.14144600162886686
37,0.98
38,0.13699999999999998
39,0.0485570322555953
40,0.84
41,1.56
42,4.79
43,4.32
44,1.1533333333333333
45,0.0
46,1.4175
47,0.06353500995273104
48,0.215
49,1.0533333333333332
50,1.72
51,0.49800000000000005
52,0.75
53,0.7
54,6.31
55,2.89
56,2.25
57,2.21
58,2.91
59,2.38
60,4.94
61,1.965
62,0.87
63,0.09
64,0.0
65,0.0
66,0.91
67,0.057851669896611994
68,0.83
69,0.0
70,0.0
71,3.58
72,0.74
73,2.59
74,0.0
75,0.0
76,1.0766666666666667
77,0.0
78,0.99
79,1.42
80,0.55
81,2.06
82,1.39
83,0.83
84,1.48
85,1.2633333333333332
86,0.52
87,0.18803523024962654
88,5.02
89,2.8
90,0.94
91,0.1
92,2.19
93,0.03
94,0.7533333333333333
95,0.05054424797868919
96,0.05473880966304332
97,0.37
98,1.559857142857143
99,2.24
100,0.98
101,0.14
102,0.19
103,0.49916666666666665
104,0.24369475382979877
105,0.0
106,0.0
107,2.62
108,0.17448823188335566
109,0.0
110,0.54
111,0.0
112,0.0
113,0.0
114,0.7020000000000001
115,0.6533333333333334
116,0.0
117,0.24026920220302564
118,8.61
119,0.14578784775595913
120,0.12147316085747907
121,0.1408344744350936
122,1.107
123,0.24
124,0.68
125,1.26
126,0.0
127,0.08851308013140693
128,0.0
129,0.1
130,0.8876190476190478
131,0.0
132,2.3513333333333337
133,7.78
134,0.14065046009202345
135,0.33
136,0.8375
137,0.0
138,1.0
139,0.0
140,0.2
141,0.79
142,0.2719201544069965
143,0.225
144,0.0
145,0.0
146,0.0
147,0.2923851744660567
148,0.0
149,0.0
150,0.0637059471447175
151,0.0
152,5.66
153,0.3436666666666667
154,0.0
155,0.44317563670905286
156,0.1724162419668544
157,0.05505770912455525
158,0.0
159,0.52
160,0.0
