2696211399	2751
1998340283	75144
2448089184	156193
1658216424	55005
1892769125	159439
3788069208	37180
3950375036	24841
3889790948	27756
3862505502	21694
330630449	54872
841754371	916
3653461831	8563
189706718	57000
2995817781	2272
1025908077	16663
2522517098	1694
2357882836	2997
3260269773	75530
3542634185	21780
98956388	73953
3093387819	7834
3221099067	449
3834077679	2585
2872626515	4184
798348250	4014
575044823	34570
140916896	3327
539073307	3114
1561902277	306
2903162361	3189
2225505109	9318
2814193695	3542
795321583	7645
2196473466	639
3337781447	569
781073294	10906
3265982786	472
2359467743	538
1191615047	764
2337680255	358
1925351800	3397
2780865838	3436
2292851831	2927
2303997705	405
3044129926	229
249453585	1378
3839778771	2314
3756913510	916
3302493683	2264
882643565	530
2294392672	696
2000251978	541
2961262322	534
3377311081	7964
1894905916	1099
90117617	1401
1410366170	1551
3628651479	23
3749992507	1487
1526405953	5564
2088192906	1824
1352692634	1942
2115935288	886
3551110055	2541
1792379353	729
2195341386	1121
4087254868	3591
3110829934	2123
2673245129	9134
662843519	2836
3296961490	1865
1715045985	1152
1224055469	5819
2492842197	2396
1102035122	60
644774437	1193
1276636448	833
323365425	2934
634627252	722
731709477	3045
1330751055	3350
431670337	1674
4159177833	838
2191961302	636
2560571521	8012
1367884996	6322
792500768	706
3135246677	82
2442419997	809
1863117562	1077
3129177456	394
1350943705	449
35720145	1190
1815578224	2139
860314843	1099
118129556	713
1424688934	2297
543785145	848
1487751012	2476
3427155681	1168
1375627382	145
2067832617	629
459683450	1813
3853303930	55
3843499228	771
3314877167	205
1853807563	5429
4153105925	1408
2125165591	338
3664490197	5050
991218357	689
3224450557	1130
3652680417	1265
4231333839	1846
3596653987	1090
2534984106	102
3489970616	1038
1455166553	781
1045405899	133
62975236	367
3714112658	1095
1907807542	492
1933877998	122
4084446446	969
204574253	360
2474228848	240
2551678534	360
519469067	697
913780433	1175
2186258030	660
150404703	311
1813194967	157
22003630	147
3755866630	327
695436811	180
2477245912	371
851046829	1952
1997143171	275
3774065045	488
1914033705	1030
2504696647	244
1989135605	1667
1097732293	46
3770446766	365
3112635099	46
3999927919	1431
536528084	672
4058334720	625
3169081583	261
4068482617	288
1654616621	698
2870370121	743
1772149368	6
3519976324	599
3622896699	236
1661897696	880
264749532	731
1363415335	241
1221667246	98
3486829739	182
3678107328	575
3621862963	577
1630664402	45
1317633392	806
4146509893	1462
1468869101	208
1012002610	1192
3353434202	376
2429198899	214
2492641930	527
2044155609	754
3664841436	195
1497219211	236
3378421307	603
783254930	145
129993176	218
1470612888	41
1037534751	332
1249843599	1147
3058055964	380
3100719532	278
3480022372	453
855872362	179
3644588194	263
948070850	104
4015656568	109
556578153	188
1271547404	372
921307384	319
458365876	152
847399261	79
238283533	202
2360433588	27
960119203	50
786662052	92
2183936247	37
293336113	65
1499858395	236
100145248	103
809700365	192
802028520	94
211789231	12
3071867133	217
1565743253	158
1553107720	48
1843625407	7
3694254117	27
969874348	1128
1642515372	98
3556078192	72
2940752709	224
3954049190	60
320791914	189
1874035696	116
290128197	197
988302712	138
3020487824	622
2140431729	99
61263983	418
2147157647	74
271030935	153
1301721902	187
2769186072	133
847801649	71
3431668269	104
1982424762	69
2892687025	152
838065703	203
3833432611	555
1556260109	171
3465061836	285
2124845780	138
1340077444	56
2109990406	448
677590364	142
1354727234	136
2892694994	45
1088910726	38
2498179815	168
3279034535	167
4040637865	181
2439091825	64
914861937	342
3750277066	10
3617953693	21
3803356293	204
745803803	10
3897865301	153
3202148071	28
3468250587	97
3598786989	15
2992406227	80
1178195830	41
264887721	47
3495362874	227
1898894770	353
1982981103	77
4035647280	46
2174835323	63
3144680357	173
976586405	39
1438583311	56
184504044	10
1765598171	8
1440879946	8
24460281	244
361467996	27
2823014550	25
872245315	87
2159090989	44
594510885	9
1509733253	19
1206974429	29
610663270	100
94225145	28
3932286520	32
543341635	14
131247750	11
3158177253	5
1469371002	12
357718977	77
2165128532	53
512500023	5
2377199148	18
3076804311	11
1214424339	71
3283145118	2286
723284026	24
3627023875	12
925944510	39
4057034277	34
2232386765	4
2770170666	17
1414502663	6
2502053404	9
38997971	43
3262765836	44
4214164422	16
681371668	24
2352064141	10
3967971717	16
2896426954	2
3180288189	16
2953239192	1
2302829801	4
3921363369	6
2450942269	6
1722770054	4
37584204	5
3993697229	5
230134730	3
191235966	4
1046826127	10
3267474887	10
2248246330	26
2453773661	9
2407645596	9
2651132136	2
1793755553	4
2658490502	1
1942921800	1
1903849386	24
3404861148	1
3162330839	8
4041631916	4
4032448122	2
3668968220	4
767540082	6
1441260714	24
2926245736	3
2401543878	3
1822625141	3
2839737601	5
51265675	1
1360052954	1
1389540541	2
345332826	2
907416372	1
3150909154	1
4022433484	1
2298492792	3
3088755252	1
3393928907	2
3116340955	1
3687488267	1
2711384551	1
2177228600	1
